crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911355.4579241,2,4,4,0,0,4.6679,0.0000,22.22,0.0000
1,1769911367.8680332,2,5,5,0,0,7.1713,0.0000,17.86,0.0000
2,1769911410.7701676,2,46,46,0,0,6.0151,0.0000,0.00,0.0000
3,1769911428.928341,2,8,8,0,0,6.3577,0.0000,30.77,0.0000
4,1769911476.888331,2,4,4,0,0,7.4185,0.0000,11.11,0.0000
5,1769911560.4485464,2,10,10,0,0,6.2086,0.0000,50.00,0.0000
6,1769911625.2681642,2,5,5,0,0,5.7648,0.0000,15.62,0.0000
7,1769911652.768881,2,8,8,0,0,6.6505,0.0000,28.57,0.0000
8,1769911670.3702674,2,45,45,0,0,6.0284,0.0000,0.00,0.0000
9,1769911692.8107743,2,27,27,0,0,5.7649,0.0000,1350.00,0.0000
10,1769911880.2709193,2,9,9,0,0,5.9432,0.0000,37.50,0.0000
11,1769911972.7585547,2,4,4,0,0,7.8377,0.0000,16.67,0.0000
12,1769911984.458634,2,10,10,0,0,7.0668,0.0000,45.45,0.0000
13,1769912044.232549,2,3,3,0,0,5.8589,0.0000,8.82,0.0000
14,1769912063.6085415,2,7,7,0,0,6.2397,0.0000,35.00,0.0000
15,1769912149.5080345,2,5,5,0,0,7.4843,0.0000,13.89,0.0000
16,1769912460.230763,2,6,6,0,0,5.4276,0.0000,30.00,0.0000
