crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769893978.5151815,2,33,33,0,0,5.5555,0.0000,275.00,0.0000
1,1769894121.6054225,2,28,28,0,0,5.2457,0.0000,350.00,0.0000
2,1769894131.8542037,2,13,13,0,0,5.8642,0.0000,29.55,0.0000
3,1769894148.953697,2,3,3,0,0,5.6863,0.0000,5.36,0.0000
4,1769894217.1955779,2,13,13,0,0,5.8061,0.0000,38.24,0.0000
5,1769894290.2943976,2,13,13,0,0,5.8061,0.0000,36.11,0.0000
6,1769894329.4055943,2,32,32,0,0,5.7955,0.0000,177.78,0.0000
7,1769894334.967732,2,33,33,0,0,6.0113,0.0000,206.25,0.0000
8,1769894420.4949684,2,27,27,0,0,4.9518,0.0000,96.43,0.0000
9,1769894421.9274178,2,22,22,0,0,5.5167,0.0000,91.67,0.0000
10,1769894442.244187,2,5,5,0,0,4.5534,0.0000,9.62,0.0000
11,1769894466.4671962,2,33,33,0,0,5.8775,0.0000,183.33,0.0000
12,1769894496.473687,2,3,3,0,0,6.6071,0.0000,8.82,0.0000
13,1769894544.0453923,2,27,27,0,0,5.9673,0.0000,96.43,0.0000
14,1769894662.1172302,2,26,26,0,0,5.7302,0.0000,86.67,0.0000
15,1769894683.0739906,2,14,14,0,0,5.4911,0.0000,41.18,0.0000
16,1769894821.2347755,2,11,11,0,0,6.0500,0.0000,23.91,0.0000
