crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911365.6130502,2,5,5,0,0,31.8606,0.0000,31.25,0.0000
1,1769911412.836404,2,46,46,0,0,32.7734,0.0000,0.00,0.0000
2,1769911436.6029327,2,4,4,0,0,33.5598,0.0000,10.00,0.0000
3,1769911489.1835363,2,9,9,0,0,32.7111,0.0000,50.00,0.0000
4,1769911548.0126965,2,7,7,0,0,33.2365,0.0000,21.88,0.0000
5,1769911551.993905,2,10,10,0,0,33.8548,0.0000,45.45,0.0000
6,1769911691.613301,2,6,6,0,0,32.9957,0.0000,17.65,0.0000
7,1769911702.9132936,2,11,11,0,0,34.0465,0.0000,42.31,0.0000
8,1769911707.3046422,2,42,42,0,0,32.4205,0.0000,0.00,0.0000
9,1769911712.262881,2,5,5,0,0,34.4845,0.0000,20.83,0.0000
10,1769911781.8035946,2,6,6,0,0,33.9202,0.0000,23.08,0.0000
11,1769911897.8330512,2,6,6,0,0,32.7531,0.0000,33.33,0.0000
12,1769911971.4225457,2,3,3,0,0,32.8072,0.0000,8.82,0.0000
13,1769912005.0328624,2,7,7,0,0,33.1560,0.0000,23.33,0.0000
14,1769912005.513472,2,6,6,0,0,31.8800,0.0000,25.00,0.0000
15,1769912086.0328224,2,4,4,0,0,32.9421,0.0000,13.33,0.0000
16,1769912093.0228255,2,5,5,0,0,34.3489,0.0000,19.23,0.0000
17,1769912131.4928443,2,5,5,0,0,33.3023,0.0000,14.71,0.0000
