crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769911386.3984795,2,3,0,0,3,17.9188,0.0000,7.89,0.0000
1,1769911468.458654,2,4,0,0,4,16.9519,0.0000,12.50,0.0000
2,1769911512.2380595,2,3,0,0,3,17.9079,0.0000,7.89,0.0000
3,1769911666.8581982,2,4,0,0,4,18.0808,0.0000,11.11,0.0000
4,1769911684.0189407,2,7,0,0,7,17.6869,0.0000,29.17,0.0000
5,1769911722.728208,2,4,0,0,4,17.7789,0.0000,10.00,0.0000
6,1769911752.3281171,2,5,0,0,5,17.2040,0.0000,13.16,0.0000
7,1769911839.5189483,2,5,0,0,5,17.3919,0.0000,15.62,0.0000
8,1769911879.7280695,2,3,0,0,3,16.5748,0.0000,10.71,0.0000
9,1769911999.5038528,2,1,0,0,1,17.7668,0.0000,2.50,0.0000
10,1769912007.3084607,2,7,0,0,7,17.3749,0.0000,25.00,0.0000
11,1769912032.898226,2,4,0,0,4,17.2390,0.0000,11.11,0.0000
12,1769912045.6978374,2,1,0,0,1,17.2488,0.0000,3.57,0.0000
13,1769912051.5382402,2,5,0,0,5,16.7261,0.0000,22.73,0.0000
14,1769912122.6880872,2,4,0,0,4,15.7118,0.0000,11.76,0.0000
15,1769912158.508503,2,3,0,0,3,18.0404,0.0000,7.89,0.0000
16,1769912183.397976,2,2,0,0,2,17.9403,0.0000,5.56,0.0000
17,1769912460.2204542,2,6,0,0,6,16.8739,0.0000,23.08,0.0000
18,1769912461.5451975,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
19,1769912461.8507495,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
