crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1769893901.0767875,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1769893934.0368285,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1769893935.2169864,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
3,1769894023.1770146,2,2,0,2,0,39.1544,0.0000,4.17,0.0000
4,1769894059.8084142,2,15,0,15,0,38.6244,0.0000,57.69,0.0000
5,1769894066.2271874,2,3,0,3,0,39.7261,0.0000,5.56,0.0000
6,1769894243.8781571,2,11,0,11,0,39.6401,0.0000,32.35,0.0000
7,1769894350.2776084,2,6,0,6,0,40.0266,0.0000,9.68,0.0000
8,1769894399.1217954,2,39,0,39,0,39.5597,0.0000,487.50,0.0000
9,1769894417.8669758,2,1,0,1,0,39.1890,0.0000,3.57,0.0000
10,1769894472.3078697,2,5,0,5,0,39.6664,0.0000,13.16,0.0000
11,1769894475.4180195,2,8,0,8,0,38.8563,0.0000,22.22,0.0000
12,1769894530.2312434,2,37,0,37,0,39.3588,0.0000,205.56,0.0000
13,1769894536.12881,2,32,0,32,0,39.7272,0.0000,160.00,0.0000
14,1769894543.1470876,2,2,0,2,0,40.7351,0.0000,3.85,0.0000
15,1769894581.6679032,2,15,0,15,0,39.5772,0.0000,62.50,0.0000
16,1769894613.3572638,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
17,1769894708.0580854,2,14,0,14,0,39.8278,0.0000,35.00,0.0000
18,1769894760.2387567,2,7,0,7,0,40.4574,0.0000,12.07,0.0000
19,1769894822.3779924,2,16,0,16,0,39.1520,0.0000,36.36,0.0000
