No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow
0,1758132898.79369,0,1,0.0108,0.0042,0.0275,18.0,0.0,8.41,None,None,9.106,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758132898.7947872,0.0,1,0.0108,0.0042,0.0275,18.0,0.0,13.92,None,None,9.348,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758132898.8224835,0.0,2,0.0183,0.0083,0.0275,36.0,0.0,8.5,None,None,8.2,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,5.5,8.25
0,1758132898.8227966,0.0,2,0.0183,0.0083,0.0275,36.0,0.0,14.1,None,None,11.017,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,5.5,8.25
0,1758132898.8520906,0.1,3,0.0258,0.0125,0.0275,54.0,0.0,8.5,None,None,8.22,True,None,sfc_cache_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,5.166666666666667,5.5
0,1758132898.852435,0.1,3,0.0258,0.0125,0.0275,54.0,0.0,14.09,None,None,10.046,True,None,sfc_unique_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,5.166666666666667,5.5
0,1758132898.8808153,0.1,4,0.0333,0.0167,0.0275,72.0,0.0,8.41,None,None,8.576,True,None,sfc_cache_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,5.0,4.125
0,1758132898.881284,0.1,4,0.0333,0.0167,0.0275,72.0,0.0,13.93,None,None,10.029,True,None,sfc_unique_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,5.0,4.125
0,1758132916.790646,18.0,6,0.0442,0.023,0.055,90.0,0.0,8.15,None,None,7.882,True,None,sfc_cache_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,5.3,6.6
0,1758132916.7909553,18.0,6,0.0442,0.023,0.055,90.0,0.0,13.22,None,None,8.491,True,None,sfc_unique_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,5.3,6.6
0,1758132916.819044,18.0,7,0.0667,0.0259,0.055,90.0,0.0,6.31,None,None,7.125,True,None,sfc_cache_p2_2,0,None,16,132.0,14,12,0,0,0,False,100.0,6.666666666666667,5.5
0,1758132916.8193471,18.0,7,0.0667,0.0259,0.055,90.0,0.0,8.45,None,None,7.733,True,None,sfc_unique_p2_2,0,None,16,132.0,14,12,0,0,0,False,100.0,6.666666666666667,5.5
0,1758132916.8450694,18.1,8,0.0742,0.0322,0.055,108.0,0.0,8.65,None,None,7.856,True,None,sfc_cache_p3_2,0,None,20,165.0,17,14,0,0,0,False,100.0,6.357142857142857,4.714285714285714
0,1758132916.845523,18.1,8,0.0742,0.0322,0.055,108.0,0.0,14.23,None,None,8.707,True,None,sfc_unique_p3_2,0,None,20,165.0,17,14,0,0,0,False,100.0,6.357142857142857,4.714285714285714
0,1758132916.875023,18.1,9,0.0817,0.0384,0.055,126.0,0.0,9.58,None,None,7.819,True,None,sfc_cache_p4_2,0,None,24,198.0,20,16,0,0,0,False,100.0,6.125,4.125
0,1758132916.8755143,18.1,9,0.0817,0.0384,0.055,126.0,0.0,16.09,None,None,8.637,True,None,sfc_unique_p4_2,0,None,24,198.0,20,16,0,0,0,False,100.0,6.125,4.125
0,1758132939.3600883,40.6,9,0.085,0.0411,0.0825,126.0,0.0,9.66,None,None,7.763,True,None,sfc_cache_p2_1,0,None,20,165.0,18,16,0,0,0,False,100.0,6.375,6.1875
0,1758132939.3603873,40.6,9,0.085,0.0411,0.0825,126.0,0.0,15.0,None,None,8.508,True,None,sfc_unique_p2_1,0,None,20,165.0,18,16,0,0,0,False,100.0,6.375,6.1875
0,1758132942.8205223,44.0,11,0.0958,0.0474,0.11,144.0,0.0,7.69,None,None,7.828,True,None,sfc_cache_p1_3,0,None,20,165.0,19,18,0,0,0,False,100.0,6.388888888888889,7.333333333333333
0,1758132942.8208203,44.0,11,0.0958,0.0474,0.11,144.0,0.0,12.81,None,None,8.664,True,None,sfc_unique_p1_3,0,None,20,165.0,19,18,0,0,0,False,100.0,6.388888888888889,7.333333333333333
0,1758132942.855149,44.1,12,0.1067,0.0542,0.1375,162.0,0.0,7.7,None,None,7.894,True,None,sfc_cache_p2_3,0,None,20,165.0,21,20,0,0,0,False,100.0,6.4,8.25
0,1758132942.8555562,44.1,12,0.1067,0.0542,0.1375,162.0,0.0,12.65,None,None,8.666,True,None,sfc_unique_p2_3,0,None,20,165.0,21,20,0,0,0,False,100.0,6.4,8.25
0,1758132942.8843215,44.1,13,0.1292,0.0615,0.1375,162.0,0.0,5.26,None,None,7.247,True,None,sfc_cache_p3_3,0,None,24,198.0,24,22,0,0,0,False,100.0,7.045454545454546,7.5
0,1758132942.8846152,44.1,13,0.1292,0.0615,0.1375,162.0,0.0,7.97,None,None,7.765,True,None,sfc_unique_p3_3,0,None,24,198.0,24,22,0,0,0,False,100.0,7.045454545454546,7.5
0,1758132942.9163518,44.1,14,0.1367,0.0683,0.1375,180.0,0.0,8.92,None,None,7.936,True,None,sfc_cache_p4_3,0,None,28,231.0,27,24,0,0,0,False,100.0,6.833333333333333,6.875
0,1758132942.9167225,44.1,14,0.1367,0.0683,0.1375,180.0,0.0,15.18,None,None,8.511,True,None,sfc_unique_p4_3,0,None,28,231.0,27,24,0,0,0,False,100.0,6.833333333333333,6.875
0,1758132958.8610573,60.1,16,0.1475,0.0766,0.165,198.0,0.0,8.88,None,None,8.126,True,None,sfc_cache_p1_4,0,None,28,231.0,28,26,0,0,0,False,100.0,6.8076923076923075,7.615384615384615
0,1758132958.8613796,60.1,16,0.1475,0.0766,0.165,198.0,0.0,15.15,None,None,8.396,True,None,sfc_unique_p1_4,0,None,28,231.0,28,26,0,0,0,False,100.0,6.8076923076923075,7.615384615384615
0,1758132959.0106463,60.2,17,0.1583,0.0862,0.1925,216.0,0.0,8.25,None,None,7.969,True,None,sfc_cache_p2_4,0,None,28,231.0,30,28,0,0,0,False,100.0,6.785714285714286,8.25
0,1758132959.0109725,60.2,17,0.1583,0.0862,0.1925,216.0,0.0,13.4,None,None,8.422,True,None,sfc_unique_p2_4,0,None,28,231.0,30,28,0,0,0,False,100.0,6.785714285714286,8.25
0,1758132959.0473375,60.3,18,0.1658,0.0957,0.1925,234.0,0.0,9.11,None,None,8.789,True,None,sfc_cache_p3_4,0,None,32,264.0,33,30,0,0,0,False,100.0,6.633333333333334,7.7
0,1758132959.047806,60.3,18,0.1658,0.0957,0.1925,234.0,0.0,15.13,None,None,8.418,True,None,sfc_unique_p3_4,0,None,32,264.0,33,30,0,0,0,False,100.0,6.633333333333334,7.7
0,1758132959.0907776,60.3,19,0.1733,0.1051,0.1925,252.0,0.0,8.21,None,None,7.776,True,None,sfc_cache_p4_4,0,None,36,297.0,36,32,0,0,0,False,100.0,6.5,7.21875
0,1758132959.0911393,60.3,19,0.1733,0.1051,0.1925,252.0,0.0,13.57,None,None,8.252,True,None,sfc_unique_p4_4,0,None,36,297.0,36,32,0,0,0,False,100.0,6.5,7.21875
0,1758132976.8911457,78.1,21,0.1842,0.1093,0.22,270.0,0.0,8.41,None,None,7.725,True,None,sfc_cache_p1_5,0,None,36,297.0,37,34,0,0,0,False,100.0,6.5,7.764705882352941
0,1758132976.8915045,78.1,21,0.1842,0.1093,0.22,270.0,0.0,13.92,None,None,9.038,True,None,sfc_unique_p1_5,0,None,36,297.0,37,34,0,0,0,False,100.0,6.5,7.764705882352941
0,1758132976.9377887,78.1,22,0.195,0.1142,0.2475,288.0,0.0,8.45,None,None,8.092,True,None,sfc_cache_p2_5,0,None,36,297.0,38,36,0,0,0,False,100.0,6.5,8.25
0,1758132976.9381247,78.1,22,0.195,0.1142,0.2475,288.0,0.0,14.14,None,None,8.749,True,None,sfc_unique_p2_5,0,None,36,297.0,38,36,0,0,0,False,100.0,6.5,8.25
0,1758132976.9924748,78.2,23,0.2058,0.1223,0.275,306.0,0.0,9.71,None,None,7.655,True,None,sfc_cache_p3_5,0,None,36,297.0,39,38,0,0,0,False,100.0,6.5,8.68421052631579
