No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1758994239.1555638,0,1,0.0234,0.0021,0.0249,27.0,0.0,7.4,None,None,22.002,True,None,sfc_cache_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2044.2857142857142
0,1758994239.1605914,0.0,1,0.0234,0.0021,0.0249,27.0,0.0,8.27,None,None,21.936,True,None,sfc_unique_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2044.2857142857142
0,1758994239.2155979,0.1,2,0.0438,0.0042,0.0249,54.0,0.0,7.47,None,None,21.991,True,None,sfc_cache_p2_1,0,None,4,33.0,2,4,0,0,0,False,100.0,14.5,8.25,2044.2857142857142
0,1758994239.218597,0.1,2,0.0438,0.0042,0.0249,54.0,0.0,8.27,None,None,24.006,True,None,sfc_unique_p2_1,0,None,4,33.0,2,4,0,0,0,False,100.0,14.5,8.25,2044.2857142857142
0,1758994239.284069,0.1,3,0.0643,0.0063,0.0249,81.0,0.0,7.55,None,None,20.431,True,None,sfc_cache_p3_1,0,None,8,66.0,4,6,0,0,0,False,100.0,14.166666666666666,5.5,2044.2857142857142
0,1758994239.2860746,0.1,3,0.0643,0.0063,0.0249,81.0,0.0,8.27,None,None,24.003,True,None,sfc_unique_p3_1,0,None,8,66.0,4,6,0,0,0,False,100.0,14.166666666666666,5.5,2044.2857142857142
0,1758994239.3460705,0.2,4,0.0847,0.0153,0.0249,99.0,0.0,9.18,None,None,18.996,True,None,sfc_cache_p4_1,0,None,12,99.0,6,8,0,0,0,False,100.0,14.0,4.125,2066.785714285714
0,1758994239.348082,0.2,4,0.0847,0.0153,0.0249,99.0,0.0,14.78,None,None,23.0,True,None,sfc_unique_p4_1,0,None,12,99.0,6,8,0,0,0,False,100.0,14.0,4.125,2066.785714285714
0,1758994260.2204425,21.1,6,0.1081,0.0216,0.0499,117.0,0.0,8.57,None,None,21.994,True,None,sfc_cache_p1_2,0,None,12,99.0,7,10,0,0,0,False,100.0,14.3,6.6,2074.330985915493
0,1758994260.2240214,21.1,6,0.1081,0.0216,0.0499,117.0,0.0,15.08,None,None,21.993,True,None,sfc_unique_p1_2,0,None,12,99.0,7,10,0,0,0,False,100.0,14.3,6.6,2074.330985915493
