No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow
0,1758189249.669575,0,1,0.0108,0.0063,0.0275,18.0,0.0,7.22,None,None,8.565,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758189249.6705651,0.0,1,0.0108,0.0063,0.0275,18.0,0.0,12.3,None,None,8.614,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758189249.6906922,0.0,2,0.0183,0.0125,0.0275,36.0,0.0,7.17,None,None,7.622,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,5.5,8.25
0,1758189249.6909523,0.0,2,0.0183,0.0125,0.0275,36.0,0.0,12.2,None,None,8.334,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,5.5,8.25
0,1758189249.7163262,0.0,3,0.0258,0.0188,0.0275,54.0,0.0,7.14,None,None,7.73,True,None,sfc_cache_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,5.166666666666667,5.5
0,1758189249.716785,0.0,3,0.0258,0.0188,0.0275,54.0,0.0,12.15,None,None,8.481,True,None,sfc_unique_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,5.166666666666667,5.5
0,1758189249.7424476,0.1,4,0.0333,0.025,0.0275,72.0,0.0,8.39,None,None,7.932,True,None,sfc_cache_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,5.0,4.125
0,1758189249.742754,0.1,4,0.0333,0.025,0.0275,72.0,0.0,14.65,None,None,8.406,True,None,sfc_unique_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,5.0,4.125
0,1758189271.669922,22.0,6,0.0442,0.0313,0.055,90.0,0.0,7.77,None,None,8.113,True,None,sfc_cache_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,5.3,6.6
0,1758189271.6703546,22.0,6,0.0442,0.0313,0.055,90.0,0.0,13.37,None,None,8.471,True,None,sfc_unique_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,5.3,6.6
0,1758189271.6985266,22.0,7,0.07,0.0349,0.0825,90.0,0.0,4.92,None,None,6.911,True,None,sfc_cache_p2_2,0,None,12,99.0,13,12,0,0,0,False,100.0,7.0,8.25
0,1758189271.6990216,22.0,7,0.07,0.0349,0.0825,90.0,0.0,6.51,None,None,7.553,True,None,sfc_unique_p2_2,0,None,12,99.0,13,12,0,0,0,False,100.0,7.0,8.25
0,1758189271.727068,22.1,8,0.0775,0.0417,0.0825,108.0,0.0,7.96,None,None,7.684,True,None,sfc_cache_p3_2,0,None,16,132.0,16,14,0,0,0,False,100.0,6.642857142857143,7.071428571428571
0,1758189271.7276325,22.1,8,0.0775,0.0417,0.0825,108.0,0.0,13.2,None,None,8.526,True,None,sfc_unique_p3_2,0,None,16,132.0,16,14,0,0,0,False,100.0,6.642857142857143,7.071428571428571
0,1758189271.7597291,22.1,9,0.085,0.0485,0.0825,126.0,0.0,7.97,None,None,7.632,True,None,sfc_cache_p4_2,0,None,20,165.0,19,16,0,0,0,False,100.0,6.375,6.1875
0,1758189271.7600865,22.1,9,0.085,0.0485,0.0825,126.0,0.0,13.48,None,None,11.156,True,None,sfc_unique_p4_2,0,None,20,165.0,19,16,0,0,0,False,100.0,6.375,6.1875
0,1758189292.6950328,43.0,11,0.0958,0.0527,0.11,144.0,0.0,7.98,None,None,8.015,True,None,sfc_cache_p1_3,0,None,20,165.0,20,18,0,0,0,False,100.0,6.388888888888889,7.333333333333333
0,1758189292.695388,43.0,11,0.0958,0.0527,0.11,144.0,0.0,12.89,None,None,8.449,True,None,sfc_unique_p1_3,0,None,20,165.0,20,18,0,0,0,False,100.0,6.388888888888889,7.333333333333333
0,1758189292.7250512,43.1,12,0.1067,0.0615,0.1375,162.0,0.0,9.28,None,None,7.66,True,None,sfc_cache_p2_3,0,None,20,165.0,21,20,0,0,0,False,100.0,6.4,8.25
0,1758189292.7255733,43.1,12,0.1067,0.0615,0.1375,162.0,0.0,15.59,None,None,8.41,True,None,sfc_unique_p2_3,0,None,20,165.0,21,20,0,0,0,False,100.0,6.4,8.25
0,1758189292.7603736,43.1,13,0.1142,0.0702,0.1375,180.0,0.0,9.02,None,None,7.86,True,None,sfc_cache_p3_3,0,None,24,198.0,24,22,0,0,0,False,100.0,6.2272727272727275,7.5
0,1758189292.7606905,43.1,13,0.1142,0.0702,0.1375,180.0,0.0,15.08,None,None,8.288,True,None,sfc_unique_p3_3,0,None,24,198.0,24,22,0,0,0,False,100.0,6.2272727272727275,7.5
0,1758189292.792246,43.1,14,0.1217,0.079,0.1375,198.0,0.0,7.78,None,None,7.829,True,None,sfc_cache_p4_3,0,None,28,231.0,27,24,0,0,0,False,100.0,6.083333333333333,6.875
0,1758189292.792568,43.1,14,0.1217,0.079,0.1375,198.0,0.0,12.58,None,None,8.451,True,None,sfc_unique_p4_3,0,None,28,231.0,27,24,0,0,0,False,100.0,6.083333333333333,6.875
0,1758189313.7279325,64.1,16,0.1475,0.0816,0.165,198.0,0.0,3.66,None,None,6.972,True,None,sfc_cache_p1_4,0,None,28,231.0,28,26,0,0,0,False,100.0,6.8076923076923075,7.615384615384615
0,1758189313.7282536,64.1,16,0.1475,0.0816,0.165,198.0,0.0,5.56,None,None,7.356,True,None,sfc_unique_p1_4,0,None,28,231.0,28,26,0,0,0,False,100.0,6.8076923076923075,7.615384615384615
