No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,reuse_cpu_rate,reuse_cache_rate
0,1755521905.9450643,0,1,0.0108,0.0041,0.0275,18.0,0.0,8.65,None,None,6.215,True,None,sfc_cache_p1_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755521905.945641,0.0,1,0.0108,0.0041,0.0275,18.0,0.0,14.16,None,None,5.599,True,None,sfc_unique_p1_1,0,None,0,0,1,0,0,0,0,False,100.0,0.0,0.0
0,1755521905.962592,0.0,2,0.0183,0.0082,0.0275,36.0,0.0,9.4,None,None,5.4,True,None,sfc_cache_p2_1,0,None,4,33.0,4,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521905.9628608,0.0,2,0.0183,0.0082,0.0275,36.0,0.0,15.65,None,None,3.571,True,None,sfc_unique_p2_1,0,None,4,33.0,4,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521905.980548,0.0,3,0.0258,0.0123,0.0275,54.0,0.0,8.74,None,None,5.692,True,None,sfc_cache_p3_1,0,None,8,66.0,7,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521905.9809175,0.0,3,0.0258,0.0123,0.0275,54.0,0.0,14.34,None,None,5.569,True,None,sfc_unique_p3_1,0,None,8,66.0,7,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521905.993851,0.0,4,0.0333,0.0165,0.0275,72.0,0.0,9.4,None,None,5.627,True,None,sfc_cache_p4_1,0,None,12,99.0,10,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521905.994039,0.0,4,0.0333,0.0165,0.0275,72.0,0.0,15.65,None,None,3.598,True,None,sfc_unique_p4_1,0,None,12,99.0,10,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521921.933662,16.0,6,0.0442,0.0206,0.055,90.0,0.0,7.95,None,None,5.725,True,None,sfc_cache_p1_2,0,None,12,99.0,11,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755521921.9341018,16.0,6,0.0442,0.0206,0.055,90.0,0.0,13.07,None,None,5.75,True,None,sfc_unique_p1_2,0,None,12,99.0,11,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755521921.9507926,16.0,7,0.0517,0.0247,0.055,108.0,0.0,9.09,None,None,5.636,True,None,sfc_cache_p2_2,0,None,16,132.0,14,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521921.9511483,16.0,7,0.0517,0.0247,0.055,108.0,0.0,15.34,None,None,5.538,True,None,sfc_unique_p2_2,0,None,16,132.0,14,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521921.9667757,16.0,8,0.0592,0.0288,0.055,126.0,0.0,9.09,None,None,5.616,True,None,sfc_cache_p3_2,0,None,20,165.0,17,0,0,0,0,False,100.0,9.216589861751153,71.42857142857143
0,1755521921.9671202,16.0,8,0.0592,0.0288,0.055,126.0,0.0,15.34,None,None,5.61,True,None,sfc_unique_p3_2,0,None,20,165.0,17,0,0,0,0,False,100.0,9.216589861751153,71.42857142857143
0,1755521921.982038,16.0,9,0.0667,0.0329,0.055,144.0,0.0,7.85,None,None,5.642,True,None,sfc_cache_p4_2,0,None,24,198.0,20,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521921.9823744,16.0,9,0.0667,0.0329,0.055,144.0,0.0,12.86,None,None,5.52,True,None,sfc_unique_p4_2,0,None,24,198.0,20,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521931.9512973,26.0,11,0.0775,0.037,0.0825,162.0,0.0,8.34,None,None,5.842,True,None,sfc_cache_p1_3,0,None,24,198.0,21,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521931.9517086,26.0,11,0.0775,0.037,0.0825,162.0,0.0,13.26,None,None,5.652,True,None,sfc_unique_p1_3,0,None,24,198.0,21,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521931.969906,26.0,12,0.085,0.0411,0.0825,180.0,0.0,8.34,None,None,5.72,True,None,sfc_cache_p2_3,0,None,28,231.0,24,0,0,0,0,False,100.0,9.032258064516128,70.0
0,1755521931.9702556,26.0,12,0.085,0.0411,0.0825,180.0,0.0,13.26,None,None,5.636,True,None,sfc_unique_p2_3,0,None,28,231.0,24,0,0,0,0,False,100.0,9.032258064516128,70.0
0,1755521931.9862492,26.0,13,0.0925,0.0453,0.0825,198.0,0.0,8.08,None,None,5.661,True,None,sfc_cache_p3_3,0,None,32,264.0,27,0,0,0,0,False,100.0,9.3841642228739,72.72727272727273
0,1755521931.9865935,26.0,13,0.0925,0.0453,0.0825,198.0,0.0,12.75,None,None,5.7,True,None,sfc_unique_p3_3,0,None,32,264.0,27,0,0,0,0,False,100.0,9.3841642228739,72.72727272727273
0,1755521932.0033581,26.1,14,0.1,0.0494,0.0825,216.0,0.0,9.67,None,None,5.621,True,None,sfc_cache_p4_3,0,None,36,297.0,30,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521932.003702,26.1,14,0.1,0.0494,0.0825,216.0,0.0,15.92,None,None,5.623,True,None,sfc_unique_p4_3,0,None,36,297.0,30,0,0,0,0,False,100.0,9.67741935483871,75.0
0,1755521933.8975039,28.0,14,0.1033,0.048,0.11,216.0,0.0,9.17,None,None,5.764,True,None,sfc_cache_p3_1,0,None,32,264.0,28,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521933.8979287,28.0,14,0.1033,0.048,0.11,216.0,0.0,15.15,None,None,5.891,True,None,sfc_unique_p3_1,0,None,32,264.0,28,0,0,0,0,False,100.0,8.60215053763441,66.66666666666666
0,1755521938.9008007,33.0,14,0.1067,0.048,0.1375,216.0,0.0,9.32,None,None,5.794,True,None,sfc_cache_p2_1,0,None,28,231.0,27,0,0,0,0,False,100.0,7.526881720430108,58.333333333333336
0,1755521938.9012132,33.0,14,0.1067,0.048,0.1375,216.0,0.0,15.22,None,None,5.605,True,None,sfc_unique_p2_1,0,None,28,231.0,27,0,0,0,0,False,100.0,7.526881720430108,58.333333333333336
0,1755521950.9647794,45.0,16,0.1175,0.0525,0.165,234.0,0.0,8.62,None,None,5.721,True,None,sfc_cache_p1_4,0,None,28,231.0,28,0,0,0,0,False,100.0,6.9478908188585615,53.84615384615385
0,1755521950.9652185,45.0,16,0.1175,0.0525,0.165,234.0,0.0,13.04,None,None,5.662,True,None,sfc_unique_p1_4,0,None,28,231.0,28,0,0,0,0,False,100.0,6.9478908188585615,53.84615384615385
0,1755521950.9845638,45.0,17,0.125,0.057,0.165,252.0,0.0,8.79,None,None,5.601,True,None,sfc_cache_p2_4,0,None,32,264.0,31,0,0,0,0,False,100.0,7.373271889400922,57.14285714285714
0,1755521950.9849372,45.0,17,0.125,0.057,0.165,252.0,0.0,13.39,None,None,5.702,True,None,sfc_unique_p2_4,0,None,32,264.0,31,0,0,0,0,False,100.0,7.373271889400922,57.14285714285714
0,1755521951.0021005,45.1,18,0.1325,0.0615,0.165,270.0,0.0,10.01,None,None,5.75,True,None,sfc_cache_p3_4,0,None,36,297.0,34,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755521951.0024529,45.1,18,0.1325,0.0615,0.165,270.0,0.0,16.27,None,None,5.459,True,None,sfc_unique_p3_4,0,None,36,297.0,34,0,0,0,0,False,100.0,7.741935483870968,60.0
0,1755521951.0185916,45.1,19,0.14,0.0659,0.165,288.0,0.0,8.62,None,None,5.557,True,None,sfc_cache_p4_4,0,None,40,330.0,37,0,0,0,0,False,100.0,8.064516129032258,62.5
0,1755521951.0189471,45.1,19,0.14,0.0659,0.165,288.0,0.0,13.48,None,None,5.51,True,None,sfc_unique_p4_4,0,None,40,330.0,37,0,0,0,0,False,100.0,8.064516129032258,62.5
0,1755521953.9062262,48.0,19,0.1433,0.0659,0.1925,288.0,0.0,9.03,None,None,5.616,True,None,sfc_cache_p1_2,0,None,36,297.0,36,0,0,0,0,False,100.0,7.258064516129033,56.25
0,1755521953.9066553,48.0,19,0.1433,0.0659,0.1925,288.0,0.0,15.3,None,None,5.383,True,None,sfc_unique_p1_2,0,None,36,297.0,36,0,0,0,0,False,100.0,7.258064516129033,56.25
0,1755521966.9724064,61.0,21,0.1542,0.0714,0.22,306.0,0.0,8.62,None,None,5.669,True,None,sfc_cache_p1_5,0,None,36,297.0,37,0,0,0,0,False,100.0,6.83111954459203,52.94117647058824
0,1755521966.9728546,61.0,21,0.1542,0.0714,0.22,306.0,0.0,13.95,None,None,5.43,True,None,sfc_unique_p1_5,0,None,36,297.0,37,0,0,0,0,False,100.0,6.83111954459203,52.94117647058824
0,1755521966.9935548,61.0,22,0.165,0.0773,0.2475,324.0,0.0,8.18,None,None,5.561,True,None,sfc_cache_p2_5,0,None,36,297.0,39,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521966.993917,61.0,22,0.165,0.0773,0.2475,324.0,0.0,12.37,None,None,5.409,True,None,sfc_unique_p2_5,0,None,36,297.0,39,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521967.0109236,61.1,23,0.1725,0.0832,0.2475,342.0,0.0,8.55,None,None,5.493,True,None,sfc_cache_p3_5,0,None,40,330.0,42,0,0,0,0,False,100.0,6.791171477079796,52.63157894736842
0,1755521967.011271,61.1,23,0.1725,0.0832,0.2475,342.0,0.0,13.13,None,None,5.426,True,None,sfc_unique_p3_5,0,None,40,330.0,42,0,0,0,0,False,100.0,6.791171477079796,52.63157894736842
0,1755521967.0284438,61.1,24,0.18,0.0891,0.2475,360.0,0.0,8.02,None,None,5.56,True,None,sfc_cache_p4_5,0,None,44,363.0,45,0,0,0,0,False,100.0,7.096774193548387,55.00000000000001
0,1755521967.0287867,61.1,24,0.18,0.0891,0.2475,360.0,0.0,12.07,None,None,5.448,True,None,sfc_unique_p4_5,0,None,44,363.0,45,0,0,0,0,False,100.0,7.096774193548387,55.00000000000001
0,1755521968.9156306,63.0,24,0.1833,0.0895,0.275,360.0,0.0,9.93,None,None,5.578,True,None,sfc_cache_p3_2,0,None,40,330.0,44,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521968.9160469,63.0,24,0.1833,0.0895,0.275,360.0,0.0,16.26,None,None,5.378,True,None,sfc_unique_p3_2,0,None,40,330.0,44,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521973.9223592,68.0,24,0.1833,0.0899,0.275,360.0,0.0,9.86,None,None,5.611,True,None,sfc_cache_p2_2,0,None,40,330.0,44,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521973.9227746,68.0,24,0.1833,0.0899,0.275,360.0,0.0,16.13,None,None,5.465,True,None,sfc_unique_p2_2,0,None,40,330.0,44,0,0,0,0,False,100.0,6.451612903225806,50.0
0,1755521978.9238887,73.0,24,0.1792,0.084,0.3025,342.0,0.0,9.08,None,None,5.5,True,None,sfc_cache_p1_4,0,None,32,264.0,39,0,0,0,0,False,100.0,5.432937181663837,42.10526315789473
0,1755521978.9245682,73.0,24,0.1792,0.084,0.3025,342.0,0.0,14.81,None,None,5.581,True,None,sfc_unique_p1_4,0,None,32,264.0,39,0,0,0,0,False,100.0,5.432937181663837,42.10526315789473
0,1755521978.943557,73.0,24,0.19,0.0885,0.33,360.0,0.0,9.63,None,None,5.552,True,None,sfc_cache_p4_3,0,None,32,264.0,41,0,0,0,0,False,100.0,5.161290322580645,40.0
0,1755521978.9439268,73.0,24,0.19,0.0885,0.33,360.0,0.0,15.07,None,None,5.696,True,None,sfc_unique_p4_3,0,None,32,264.0,41,0,0,0,0,False,100.0,5.161290322580645,40.0
0,1755521978.9828532,73.0,26,0.2008,0.0926,0.3575,378.0,0.0,8.52,None,None,5.537,True,None,sfc_cache_p1_6,0,None,32,264.0,42,0,0,0,0,False,100.0,4.915514592933948,38.095238095238095
0,1755521978.983211,73.0,26,0.2008,0.0926,0.3575,378.0,0.0,13.38,None,None,5.666,True,None,sfc_unique_p1_6,0,None,32,264.0,42,0,0,0,0,False,100.0,4.915514592933948,38.095238095238095
0,1755521979.0024614,73.1,27,0.2117,0.0975,0.385,396.0,0.0,8.78,None,None,5.351,True,None,sfc_cache_p2_6,0,None,32,264.0,43,0,0,0,0,False,100.0,4.69208211143695,36.36363636363637
0,1755521979.0028205,73.1,27,0.2117,0.0975,0.385,396.0,0.0,14.05,None,None,5.446,True,None,sfc_unique_p2_6,0,None,32,264.0,43,0,0,0,0,False,100.0,4.69208211143695,36.36363636363637
0,1755521979.0190916,73.1,28,0.2192,0.1025,0.385,414.0,0.0,8.95,None,None,4.797,True,None,sfc_cache_p3_6,0,None,36,297.0,46,0,0,0,0,False,100.0,5.049088359046284,39.130434782608695
0,1755521979.019295,73.1,28,0.2192,0.1025,0.385,414.0,0.0,14.39,None,None,3.497,True,None,sfc_unique_p3_6,0,None,36,297.0,46,0,0,0,0,False,100.0,5.049088359046284,39.130434782608695
0,1755521979.0385263,73.1,29,0.2267,0.1075,0.385,432.0,0.0,9.64,None,None,5.515,True,None,sfc_cache_p4_6,0,None,40,330.0,49,0,0,0,0,False,100.0,5.376344086021505,41.66666666666667
0,1755521979.0388813,73.1,29,0.2267,0.1075,0.385,432.0,0.0,15.77,None,None,5.448,True,None,sfc_unique_p4_6,0,None,40,330.0,49,0,0,0,0,False,100.0,5.376344086021505,41.66666666666667
0,1755521983.9298098,78.0,29,0.2008,0.0938,0.3575,378.0,0.0,8.8,None,None,5.723,True,None,sfc_cache_p1_3,0,None,32,264.0,40,0,0,0,0,False,100.0,4.915514592933948,38.095238095238095
0,1755521983.9300644,78.0,29,0.2008,0.0938,0.3575,378.0,0.0,14.75,None,None,5.325,True,None,sfc_unique_p1_3,0,None,32,264.0,40,0,0,0,0,False,100.0,4.915514592933948,38.095238095238095
0,1755521983.9422162,78.0,29,0.2117,0.0983,0.385,396.0,0.0,10.01,None,None,3.48,True,None,sfc_cache_p4_2,0,None,32,264.0,41,0,0,0,0,False,100.0,4.69208211143695,36.36363636363637
0,1755521983.9424407,78.0,29,0.2117,0.0983,0.385,396.0,0.0,16.39,None,None,3.447,True,None,sfc_unique_p4_2,0,None,32,264.0,41,0,0,0,0,False,100.0,4.69208211143695,36.36363636363637
0,1755521984.0062745,78.1,29,0.2225,0.1033,0.4125,414.0,0.0,10.37,None,None,5.516,True,None,sfc_cache_p4_1,0,None,32,264.0,41,0,0,0,0,False,100.0,4.488078541374474,34.78260869565217
0,1755521984.0066924,78.1,29,0.2225,0.1033,0.4125,414.0,0.0,17.23,None,None,3.549,True,None,sfc_unique_p4_1,0,None,32,264.0,41,0,0,0,0,False,100.0,4.488078541374474,34.78260869565217
0,1755521984.0231907,78.1,29,0.2333,0.1087,0.44,432.0,0.0,10.39,None,None,5.051,True,None,sfc_cache_p1_1,0,None,32,264.0,43,0,0,0,0,False,100.0,4.301075268817205,33.33333333333333
0,1755521984.0236816,78.1,29,0.2333,0.1087,0.44,432.0,0.0,17.12,None,None,3.489,True,None,sfc_unique_p1_1,0,None,32,264.0,43,0,0,0,0,False,100.0,4.301075268817205,33.33333333333333
0,1755521988.9342089,83.0,29,0.2367,0.1105,0.4675,432.0,0.0,11.77,None,None,5.425,True,None,sfc_cache_p3_3,0,None,28,231.0,41,0,0,0,0,False,100.0,3.763440860215054,29.166666666666668
0,1755521988.9346294,83.0,29,0.2367,0.1105,0.4675,432.0,0.0,18.18,None,None,5.512,True,None,sfc_unique_p3_3,0,None,28,231.0,41,0,0,0,0,False,100.0,3.763440860215054,29.166666666666668
0,1755521993.937947,88.0,29,0.2367,0.1122,0.4675,432.0,0.0,10.07,None,None,5.444,True,None,sfc_cache_p3_1,0,None,28,231.0,42,0,0,0,0,False,100.0,3.763440860215054,29.166666666666668
0,1755521993.938367,88.0,29,0.2367,0.1122,0.4675,432.0,0.0,15.94,None,None,5.541,True,None,sfc_unique_p3_1,0,None,28,231.0,42,0,0,0,0,False,100.0,3.763440860215054,29.166666666666668
0,1755521996.000501,90.1,31,0.2475,0.115,0.495,450.0,0.0,9.92,None,None,5.211,True,None,sfc_cache_p1_7,0,None,28,231.0,43,0,0,0,0,False,100.0,3.612903225806452,28.000000000000004
0,1755521996.0009348,90.1,31,0.2475,0.115,0.495,450.0,0.0,16.43,None,None,5.411,True,None,sfc_unique_p1_7,0,None,28,231.0,43,0,0,0,0,False,100.0,3.612903225806452,28.000000000000004
0,1755521996.0223773,90.1,32,0.255,0.1177,0.495,468.0,0.0,9.93,None,None,5.137,True,None,sfc_cache_p2_7,0,None,32,264.0,46,0,0,0,0,False,100.0,3.970223325062035,30.76923076923077
0,1755521996.0227447,90.1,32,0.255,0.1177,0.495,468.0,0.0,16.45,None,None,5.382,True,None,sfc_unique_p2_7,0,None,32,264.0,46,0,0,0,0,False,100.0,3.970223325062035,30.76923076923077
0,1755521996.0480607,90.1,33,0.2625,0.1205,0.495,486.0,0.0,9.92,None,None,5.156,True,None,sfc_cache_p3_7,0,None,36,297.0,49,0,0,0,0,False,100.0,4.301075268817205,33.33333333333333
0,1755521996.048442,90.1,33,0.2625,0.1205,0.495,486.0,0.0,16.43,None,None,5.384,True,None,sfc_unique_p3_7,0,None,36,297.0,49,0,0,0,0,False,100.0,4.301075268817205,33.33333333333333
0,1755521996.0697176,90.1,34,0.27,0.1232,0.495,504.0,0.0,9.92,None,None,5.104,True,None,sfc_cache_p4_7,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755521996.0700734,90.1,34,0.27,0.1232,0.495,504.0,0.0,16.43,None,None,5.398,True,None,sfc_unique_p4_7,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522003.944921,98.0,34,0.27,0.1232,0.495,504.0,0.0,10.1,None,None,5.447,True,None,sfc_cache_p1_1,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522003.945348,98.0,34,0.27,0.1232,0.495,504.0,0.0,16.74,None,None,5.512,True,None,sfc_unique_p1_1,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522013.9544492,108.0,34,0.27,0.1232,0.495,504.0,0.0,10.34,None,None,5.454,True,None,sfc_cache_p1_2,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522013.9548957,108.0,34,0.27,0.1232,0.495,504.0,0.0,17.84,None,None,5.68,True,None,sfc_unique_p1_2,0,None,40,330.0,52,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522017.01115,111.1,36,0.27,0.1232,0.495,504.0,0.0,10.42,None,None,5.343,True,None,sfc_cache_p1_8,0,None,40,330.0,51,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522017.011602,111.1,36,0.27,0.1232,0.495,504.0,0.0,17.59,None,None,5.389,True,None,sfc_unique_p1_8,0,None,40,330.0,51,0,0,0,0,False,100.0,4.6082949308755765,35.714285714285715
0,1755522017.027609,111.1,37,0.2775,0.1273,0.495,522.0,0.0,9.52,None,None,3.259,True,None,sfc_cache_p2_8,0,None,44,363.0,54,0,0,0,0,False,100.0,4.894327030033371,37.93103448275862
