No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow
0,1758212836.0060904,0,1,0.0108,0.0063,0.0275,18.0,0.0,11.2,None,None,9.391,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758212836.007413,0.0,1,0.0108,0.0063,0.0275,18.0,0.0,19.9,None,None,9.897,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758212836.0317166,0.0,2,0.0217,0.0125,0.055,36.0,0.0,9.51,None,None,8.448,True,None,sfc_cache_p2_1,0,None,0,0,2,4,0,0,0,False,100.0,6.5,16.5
0,1758212836.0320125,0.0,2,0.0217,0.0125,0.055,36.0,0.0,16.17,None,None,9.431,True,None,sfc_unique_p2_1,0,None,0,0,2,4,0,0,0,False,100.0,6.5,16.5
0,1758212836.0552268,0.0,3,0.0292,0.0188,0.055,54.0,0.0,11.12,None,None,7.974,True,None,sfc_cache_p3_1,0,None,4,33.0,5,6,0,0,0,False,100.0,5.833333333333333,11.0
0,1758212836.0556862,0.0,3,0.0292,0.0188,0.055,54.0,0.0,19.41,None,None,9.055,True,None,sfc_unique_p3_1,0,None,4,33.0,5,6,0,0,0,False,100.0,5.833333333333333,11.0
0,1758212836.0813916,0.1,4,0.0367,0.025,0.055,72.0,0.0,11.37,None,None,8.359,True,None,sfc_cache_p4_1,0,None,8,66.0,8,8,0,0,0,False,100.0,5.5,8.25
0,1758212836.0817015,0.1,4,0.0367,0.025,0.055,72.0,0.0,20.06,None,None,8.782,True,None,sfc_unique_p4_1,0,None,8,66.0,8,8,0,0,0,False,100.0,5.5,8.25
0,1758212861.0135887,25.0,6,0.0625,0.0276,0.0825,72.0,0.0,3.61,None,None,8.122,True,None,sfc_cache_p1_2,0,None,8,66.0,9,10,0,0,0,False,100.0,7.5,9.9
0,1758212861.014118,25.0,6,0.0625,0.0276,0.0825,72.0,0.0,5.37,None,None,8.005,True,None,sfc_unique_p1_2,0,None,8,66.0,9,10,0,0,0,False,100.0,7.5,9.9
0,1758212861.0456119,25.0,7,0.0814,0.0301,0.0825,72.0,0.0,3.99,None,None,7.625,True,None,sfc_cache_p2_2,0,None,16.33,99.0,13,12,0,0,0,False,100.0,8.139166666666666,8.25
0,1758212861.0462947,25.0,7,0.0814,0.0301,0.0825,72.0,0.0,6.12,None,None,7.771,True,None,sfc_unique_p2_2,0,None,16.33,99.0,13,12,0,0,0,False,100.0,8.139166666666666,8.25
0,1758212861.0805655,25.1,8,0.0889,0.0364,0.0825,90.0,0.0,7.06,None,None,8.749,True,None,sfc_cache_p3_2,0,None,20.33,132.0,16,14,0,0,0,False,100.0,7.619285714285715,7.071428571428571
0,1758212861.080982,25.1,8,0.0889,0.0364,0.0825,90.0,0.0,12.26,None,None,9.176,True,None,sfc_unique_p3_2,0,None,20.33,132.0,16,14,0,0,0,False,100.0,7.619285714285715,7.071428571428571
0,1758212861.1132731,25.1,9,0.0964,0.0426,0.0825,108.0,0.0,7.39,None,None,8.089,True,None,sfc_cache_p4_2,0,None,24.33,165.0,19,16,0,0,0,False,100.0,7.229375,6.1875
0,1758212861.1136134,25.1,9,0.0964,0.0426,0.0825,108.0,0.0,12.91,None,None,8.44,True,None,sfc_unique_p4_2,0,None,24.33,165.0,19,16,0,0,0,False,100.0,7.229375,6.1875
0,1758212878.0450914,42.0,11,0.1222,0.0452,0.11,108.0,0.0,5.84,None,None,7.478,True,None,sfc_cache_p1_3,0,None,24.33,165.0,20,18,0,0,0,False,100.0,8.148333333333333,7.333333333333333
0,1758212878.0455842,42.0,11,0.1222,0.0452,0.11,108.0,0.0,8.89,None,None,8.428,True,None,sfc_unique_p1_3,0,None,24.33,165.0,20,18,0,0,0,False,100.0,8.148333333333333,7.333333333333333
0,1758212878.0845199,42.1,12,0.1297,0.0514,0.11,126.0,0.0,9.84,None,None,8.553,True,None,sfc_cache_p2_3,0,None,28.33,198.0,23,20,0,0,0,False,100.0,7.783499999999999,6.6
0,1758212878.0848818,42.1,12,0.1297,0.0514,0.11,126.0,0.0,16.89,None,None,9.451,True,None,sfc_unique_p2_3,0,None,28.33,198.0,23,20,0,0,0,False,100.0,7.783499999999999,6.6
0,1758212878.118664,42.1,13,0.1372,0.0577,0.11,144.0,0.0,9.05,None,None,8.178,True,None,sfc_cache_p3_3,0,None,32.33,231.0,26,22,0,0,0,False,100.0,7.484999999999999,6.0
0,1758212878.1192133,42.1,13,0.1372,0.0577,0.11,144.0,0.0,15.31,None,None,8.919,True,None,sfc_unique_p3_3,0,None,32.33,231.0,26,22,0,0,0,False,100.0,7.484999999999999,6.0
0,1758212878.1545236,42.1,14,0.1447,0.0639,0.11,162.0,0.0,9.61,None,None,8.378,True,None,sfc_cache_p4_3,0,None,36.33,264.0,29,24,0,0,0,False,100.0,7.236249999999999,5.5
0,1758212878.1549892,42.1,14,0.1447,0.0639,0.11,162.0,0.0,16.43,None,None,8.451,True,None,sfc_unique_p4_3,0,None,36.33,264.0,29,24,0,0,0,False,100.0,7.236249999999999,5.5
0,1758212898.085296,62.1,16,0.1706,0.0656,0.1375,162.0,0.0,4.86,None,None,7.886,True,None,sfc_cache_p1_4,0,None,36.33,264.0,30,26,0,0,0,False,100.0,7.871923076923077,6.346153846153846
0,1758212898.085654,62.1,16,0.1706,0.0656,0.1375,162.0,0.0,7.13,None,None,7.844,True,None,sfc_unique_p1_4,0,None,36.33,264.0,30,26,0,0,0,False,100.0,7.871923076923077,6.346153846153846
0,1758212898.1203442,62.1,17,0.1814,0.0705,0.165,180.0,0.0,8.69,None,None,8.066,True,None,sfc_cache_p2_4,0,None,36.33,264.0,31,28,0,0,0,False,100.0,7.773928571428571,7.071428571428571
0,1758212898.1206698,62.1,17,0.1814,0.0705,0.165,180.0,0.0,15.1,None,None,8.432,True,None,sfc_unique_p2_4,0,None,36.33,264.0,31,28,0,0,0,False,100.0,7.773928571428571,7.071428571428571
0,1758212898.2983372,62.3,18,0.1922,0.0767,0.1925,198.0,0.0,8.93,None,None,7.825,True,None,sfc_cache_p3_4,0,None,36.33,264.0,33,30,0,0,0,False,100.0,7.688999999999999,7.7
