No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow
0,1758208998.134858,0,1,0.0108,0.0042,0.0275,18.0,0.0,7.93,None,None,8.67,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758208998.1357555,0.0,1,0.0108,0.0042,0.0275,18.0,0.0,12.88,None,None,8.459,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,6.5,16.5
0,1758208998.1569362,0.0,2,0.0333,0.0059,0.0275,18.0,0.0,5.91,None,None,7.007,True,None,sfc_cache_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,10.0,8.25
0,1758208998.157214,0.0,2,0.0333,0.0059,0.0275,18.0,0.0,8.84,None,None,7.438,True,None,sfc_unique_p2_1,0,None,4,33.0,4,4,0,0,0,False,100.0,10.0,8.25
0,1758208998.1794257,0.0,3,0.0408,0.01,0.0275,36.0,0.0,7.83,None,None,7.579,True,None,sfc_cache_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,8.166666666666666,5.5
0,1758208998.17969,0.0,3,0.0408,0.01,0.0275,36.0,0.0,12.69,None,None,8.259,True,None,sfc_unique_p3_1,0,None,8,66.0,7,6,0,0,0,False,100.0,8.166666666666666,5.5
0,1758208998.2045276,0.1,4,0.0483,0.0142,0.0275,54.0,0.0,9.23,None,None,8.01,True,None,sfc_cache_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,7.25,4.125
0,1758208998.2048264,0.1,4,0.0483,0.0142,0.0275,54.0,0.0,15.48,None,None,8.289,True,None,sfc_unique_p4_1,0,None,12,99.0,10,8,0,0,0,False,100.0,7.25,4.125
0,1758209018.1292129,20.0,6,0.0592,0.0211,0.055,72.0,0.0,10.3,None,None,7.967,True,None,sfc_cache_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,7.1,6.6
0,1758209018.129553,20.0,6,0.0592,0.0211,0.055,72.0,0.0,17.42,None,None,8.467,True,None,sfc_unique_p1_2,0,None,12,99.0,11,10,0,0,0,False,100.0,7.1,6.6
0,1758209018.1495984,20.0,7,0.0667,0.0279,0.055,90.0,0.0,9.96,None,None,7.56,True,None,sfc_cache_p2_2,0,None,16,132.0,14,12,0,0,0,False,100.0,6.666666666666667,5.5
0,1758209018.1498206,20.0,7,0.0667,0.0279,0.055,90.0,0.0,16.74,None,None,8.384,True,None,sfc_unique_p2_2,0,None,16,132.0,14,12,0,0,0,False,100.0,6.666666666666667,5.5
0,1758209018.1695814,20.0,8,0.0742,0.0348,0.055,108.0,0.0,10.27,None,None,8.217,True,None,sfc_cache_p3_2,0,None,20,165.0,17,14,0,0,0,False,100.0,6.357142857142857,4.714285714285714
0,1758209018.169796,20.0,8,0.0742,0.0348,0.055,108.0,0.0,17.35,None,None,8.484,True,None,sfc_unique_p3_2,0,None,20,165.0,17,14,0,0,0,False,100.0,6.357142857142857,4.714285714285714
0,1758209018.1886837,20.1,9,0.0967,0.0401,0.055,108.0,0.0,6.18,None,None,7.107,True,None,sfc_cache_p4_2,0,None,24,198.0,20,16,0,0,0,False,100.0,7.25,4.125
0,1758209018.18893,20.1,9,0.0967,0.0401,0.055,108.0,0.0,9.25,None,None,7.268,True,None,sfc_unique_p4_2,0,None,24,198.0,20,16,0,0,0,False,100.0,7.25,4.125
0,1758209038.1505904,40.0,11,0.1075,0.0464,0.0825,126.0,0.0,7.47,None,None,7.444,True,None,sfc_cache_p1_3,0,None,24,198.0,21,18,0,0,0,False,100.0,7.166666666666667,5.5
0,1758209038.1509187,40.0,11,0.1075,0.0464,0.0825,126.0,0.0,12.59,None,None,8.052,True,None,sfc_unique_p1_3,0,None,24,198.0,21,18,0,0,0,False,100.0,7.166666666666667,5.5
0,1758209038.169801,40.0,12,0.115,0.0526,0.0825,144.0,0.0,8.6,None,None,7.328,True,None,sfc_cache_p2_3,0,None,28,231.0,24,20,0,0,0,False,100.0,6.9,4.95
0,1758209038.170035,40.0,12,0.115,0.0526,0.0825,144.0,0.0,14.86,None,None,7.917,True,None,sfc_unique_p2_3,0,None,28,231.0,24,20,0,0,0,False,100.0,6.9,4.95
0,1758209038.192721,40.1,13,0.1225,0.0589,0.0825,162.0,0.0,7.29,None,None,7.966,True,None,sfc_cache_p3_3,0,None,32,264.0,27,22,0,0,0,False,100.0,6.681818181818182,4.5
0,1758209038.193046,40.1,13,0.1225,0.0589,0.0825,162.0,0.0,12.23,None,None,7.862,True,None,sfc_unique_p3_3,0,None,32,264.0,27,22,0,0,0,False,100.0,6.681818181818182,4.5
0,1758209038.2109568,40.1,14,0.13,0.0651,0.0825,180.0,0.0,7.47,None,None,7.185,True,None,sfc_cache_p4_3,0,None,36,297.0,30,24,0,0,0,False,100.0,6.5,4.125
0,1758209038.2111945,40.1,14,0.13,0.0651,0.0825,180.0,0.0,12.59,None,None,7.826,True,None,sfc_unique_p4_3,0,None,36,297.0,30,24,0,0,0,False,100.0,6.5,4.125
