No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759101134.6635342,0,1,0.0234,0.0028,0.0249,27.0,0.0,8.1,None,None,9.003,True,None,sfc_cache_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2045.4171180931744
0,1759101134.6639526,0.0,1,0.0234,0.0028,0.0249,27.0,0.0,8.27,None,None,10.398,True,None,sfc_unique_p1_1,0,None,0,0,0,2,0,0,0,False,100.0,15.5,16.5,2045.4171180931744
0,1759101134.6856399,0.0,2,0.0469,0.011,0.0499,33.0,0.0,8.52,None,None,8.435,True,None,sfc_cache_p2_1,0,None,0,0,2,4,0,0,0,False,100.0,15.5,16.5,2086.359696641387
0,1759101134.6858883,0.0,2,0.0469,0.011,0.0499,33.0,0.0,5.4,None,None,9.06,True,None,sfc_unique_p2_1,0,None,0,0,2,4,0,0,0,False,100.0,15.5,16.5,2086.359696641387
0,1759101134.7093408,0.0,3,0.0703,0.0194,0.0748,51.0,0.0,7.72,None,None,8.363,True,None,sfc_cache_p3_1,0,None,0,0,3,6,0,0,0,False,100.0,15.5,16.5,2113.7161430119177
0,1759101134.7095697,0.0,3,0.0703,0.0194,0.0748,51.0,0.0,12.65,None,None,9.732,True,None,sfc_unique_p3_1,0,None,0,0,3,6,0,0,0,False,100.0,15.5,16.5,2113.7161430119177
0,1759101134.732306,0.1,4,0.0937,0.0289,0.0998,69.0,0.0,9.21,None,None,8.327,True,None,sfc_cache_p4_1,0,None,0,0,5,8,0,0,0,False,100.0,15.5,16.5,2123.1558582262805
0,1759101134.7325258,0.1,4,0.0937,0.0289,0.0998,69.0,0.0,15.36,None,None,9.754,True,None,sfc_unique_p4_1,0,None,0,0,5,8,0,0,0,False,100.0,15.5,16.5,2123.1558582262805
0,1759101151.6634333,17.0,6,0.1172,0.0327,0.1247,75.0,0.0,8.2,None,None,8.099,True,None,sfc_cache_p1_2,0,None,0,0,6,10,0,0,0,False,100.0,15.5,16.5,2137.665995975855
0,1759101151.6637294,17.0,6,0.1172,0.0327,0.1247,75.0,0.0,5.58,None,None,8.55,True,None,sfc_unique_p1_2,0,None,0,0,6,10,0,0,0,False,100.0,15.5,16.5,2137.665995975855
0,1759101151.68378,17.0,7,0.1376,0.0365,0.1247,81.0,0.0,8.1,None,None,8.105,True,None,sfc_cache_p2_2,0,None,4,33.0,9,12,0,0,0,False,100.0,15.166666666666666,13.75,2151.213434452871
0,1759101151.6840162,17.0,7,0.1376,0.0365,0.1247,81.0,0.0,5.5,None,None,8.626,True,None,sfc_unique_p2_2,0,None,4,33.0,9,12,0,0,0,False,100.0,15.166666666666666,13.75,2151.213434452871
0,1759101151.7075858,17.0,8,0.158,0.0428,0.1247,99.0,0.0,8.01,None,None,8.231,True,None,sfc_cache_p3_2,0,None,8,66.0,12,14,0,0,0,False,100.0,14.928571428571429,11.785714285714286,2160.616003714595
0,1759101151.7078955,17.0,8,0.158,0.0428,0.1247,99.0,0.0,14.26,None,None,9.633,True,None,sfc_unique_p3_2,0,None,8,66.0,12,14,0,0,0,False,100.0,14.928571428571429,11.785714285714286,2160.616003714595
0,1759101151.7327683,17.1,9,0.1784,0.0448,0.1247,126.0,0.0,6.68,None,None,8.247,True,None,sfc_cache_p4_2,0,None,12,99.0,14,16,0,0,0,False,100.0,14.75,10.3125,2160.616003714595
0,1759101151.733025,17.1,9,0.1784,0.0448,0.1247,126.0,0.0,8.27,None,None,10.104,True,None,sfc_unique_p4_2,0,None,12,99.0,14,16,0,0,0,False,100.0,14.75,10.3125,2160.616003714595
0,1759101173.6773715,39.0,11,0.2018,0.054,0.1497,126.0,0.0,4.4,None,None,7.696,True,None,sfc_cache_p1_3,0,None,12,99.0,14,18,0,0,0,False,100.0,14.833333333333334,11.0,2180.4658721560127
0,1759101173.6776617,39.0,11,0.2018,0.054,0.1497,126.0,0.0,5.5,None,None,9.169,True,None,sfc_unique_p1_3,0,None,12,99.0,14,18,0,0,0,False,100.0,14.833333333333334,11.0,2180.4658721560127
0,1759101173.7012339,39.0,12,0.2223,0.0661,0.1497,144.0,0.0,7.68,None,None,8.119,True,None,sfc_cache_p2_3,0,None,16,132.0,17,20,0,0,0,False,100.0,14.7,9.9,2193.2394366197186
0,1759101173.701478,39.0,12,0.2223,0.0661,0.1497,144.0,0.0,12.81,None,None,9.671,True,None,sfc_unique_p2_3,0,None,16,132.0,17,20,0,0,0,False,100.0,14.7,9.9,2193.2394366197186
