No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow
0,1758147556.3048444,47.1,12,0.1481,0.0567,0.1375,108.0,0.0,8.37,None,None,7.192,True,None,sfc_cache_p2_3,0,None,24.33,165.0,23,20,0,0,0,False,100.0,8.8835,8.25
0,1758147556.3052106,47.1,12,0.1481,0.0567,0.1375,108.0,0.0,14.31,None,None,8.119,True,None,sfc_unique_p2_3,0,None,24.33,165.0,23,20,0,0,0,False,100.0,8.8835,8.25
0,1758147556.3342233,47.1,13,0.1556,0.063,0.1375,126.0,0.0,7.46,None,None,7.371,True,None,sfc_cache_p3_3,0,None,28.33,198.0,26,22,0,0,0,False,100.0,8.485,7.5
0,1758147556.3346076,47.1,13,0.1556,0.063,0.1375,126.0,0.0,12.49,None,None,8.032,True,None,sfc_unique_p3_3,0,None,28.33,198.0,26,22,0,0,0,False,100.0,8.485,7.5
0,1758147556.3659134,47.1,14,0.1631,0.0692,0.1375,144.0,0.0,8.68,None,None,7.462,True,None,sfc_cache_p4_3,0,None,32.33,231.0,29,24,0,0,0,False,100.0,8.152916666666666,6.875
0,1758147556.3663394,47.1,14,0.1631,0.0692,0.1375,144.0,0.0,14.94,None,None,8.265,True,None,sfc_unique_p4_3,0,None,32.33,231.0,29,24,0,0,0,False,100.0,8.152916666666666,6.875
0,1758147568.3042948,59.1,16,0.1889,0.0709,0.165,144.0,0.0,5.06,None,None,6.974,True,None,sfc_cache_p1_4,0,None,32.33,231.0,30,26,0,0,0,False,100.0,8.718076923076923,7.615384615384615
0,1758147568.3047304,59.1,16,0.1889,0.0709,0.165,144.0,0.0,7.34,None,None,7.509,True,None,sfc_unique_p1_4,0,None,32.33,231.0,30,26,0,0,0,False,100.0,8.718076923076923,7.615384615384615
0,1758147568.4421215,59.2,17,0.1964,0.0751,0.165,162.0,0.0,7.45,None,None,7.515,True,None,sfc_cache_p2_4,0,None,36.33,264.0,33,28,0,0,0,False,100.0,8.416785714285714,7.071428571428571
0,1758147568.4424567,59.2,17,0.1964,0.0751,0.165,162.0,0.0,12.12,None,None,8.32,True,None,sfc_unique_p2_4,0,None,36.33,264.0,33,28,0,0,0,False,100.0,8.416785714285714,7.071428571428571
0,1758147568.4757326,59.2,18,0.2153,0.0768,0.165,162.0,0.0,5.06,None,None,6.922,True,None,sfc_cache_p3_4,0,None,44.66,297.0,37,30,0,0,0,False,100.0,8.611333333333333,6.6
0,1758147568.4760175,59.2,18,0.2153,0.0768,0.165,162.0,0.0,7.34,None,None,7.463,True,None,sfc_unique_p3_4,0,None,44.66,297.0,37,30,0,0,0,False,100.0,8.611333333333333,6.6
0,1758147568.5190682,59.3,19,0.2228,0.0836,0.165,180.0,0.0,7.62,None,None,7.631,True,None,sfc_cache_p4_4,0,None,48.66,330.0,40,32,0,0,0,False,100.0,8.354375,6.1875
0,1758147568.5193655,59.3,19,0.2228,0.0836,0.165,180.0,0.0,12.65,None,None,8.063,True,None,sfc_unique_p4_4,0,None,48.66,330.0,40,32,0,0,0,False,100.0,8.354375,6.1875
0,1758147585.3365502,76.1,21,0.2336,0.0905,0.1925,198.0,0.0,8.35,None,None,7.497,True,None,sfc_cache_p1_5,0,None,48.66,330.0,41,34,0,0,0,False,100.0,8.245294117647058,6.794117647058823
0,1758147585.3369856,76.1,21,0.2336,0.0905,0.1925,198.0,0.0,14.06,None,None,8.897,True,None,sfc_unique_p1_5,0,None,48.66,330.0,41,34,0,0,0,False,100.0,8.245294117647058,6.794117647058823
0,1758147585.3807623,76.1,22,0.2444,0.0988,0.22,216.0,0.0,9.3,None,None,7.665,True,None,sfc_cache_p2_5,0,None,48.66,330.0,42,36,0,0,0,False,100.0,8.148333333333333,7.333333333333333
0,1758147585.3812382,76.1,22,0.2444,0.0988,0.22,216.0,0.0,15.54,None,None,8.178,True,None,sfc_unique_p2_5,0,None,48.66,330.0,42,36,0,0,0,False,100.0,8.148333333333333,7.333333333333333
0,1758147585.4247432,76.2,23,0.2519,0.1071,0.22,234.0,0.0,9.3,None,None,7.21,True,None,sfc_cache_p3_5,0,None,52.66,363.0,45,38,0,0,0,False,100.0,7.956315789473684,6.947368421052632
0,1758147585.4252653,76.2,23,0.2519,0.1071,0.22,234.0,0.0,15.55,None,None,7.749,True,None,sfc_unique_p3_5,0,None,52.66,363.0,45,38,0,0,0,False,100.0,7.956315789473684,6.947368421052632
0,1758147585.467815,76.2,24,0.2594,0.1155,0.22,252.0,0.0,9.3,None,None,7.935,True,None,sfc_cache_p4_5,0,None,56.66,396.0,48,40,0,0,0,False,100.0,7.783499999999999,6.6
0,1758147585.4681203,76.2,24,0.2594,0.1155,0.22,252.0,0.0,15.55,None,None,8.156,True,None,sfc_unique_p4_5,0,None,56.66,396.0,48,40,0,0,0,False,100.0,7.783499999999999,6.6
0,1758147588.813346,79.6,24,0.2553,0.1106,0.2475,234.0,0.0,8.64,None,None,8.262,True,None,sfc_cache_p2_4,0,None,48.66,330.0,43,38,0,0,0,False,100.0,8.061578947368421,7.815789473684211
0,1758147588.8137584,79.6,24,0.2553,0.1106,0.2475,234.0,0.0,14.3,None,None,8.199,True,None,sfc_unique_p2_4,0,None,48.66,330.0,43,38,0,0,0,False,100.0,8.061578947368421,7.815789473684211
0,1758147588.9700913,79.7,24,0.2661,0.1175,0.275,252.0,0.0,12.42,None,None,9.118,True,None,sfc_cache_p4_1,0,None,48.66,330.0,45,40,0,0,0,False,100.0,7.983499999999999,8.25
0,1758147588.9706283,79.7,24,0.2661,0.1175,0.275,252.0,0.0,21.22,None,None,7.94,True,None,sfc_unique_p4_1,0,None,48.66,330.0,45,40,0,0,0,False,100.0,7.983499999999999,8.25
0,1758147593.8169472,84.6,24,0.2139,0.0975,0.2475,234.0,0.0,10.2,None,None,7.444,True,None,sfc_cache_p4_2,0,None,36.33,264.0,35,34,0,0,0,False,100.0,7.549117647058824,8.735294117647058
0,1758147593.8172674,84.6,24,0.2139,0.0975,0.2475,234.0,0.0,18.17,None,None,8.132,True,None,sfc_unique_p4_2,0,None,36.33,264.0,35,34,0,0,0,False,100.0,7.549117647058824,8.735294117647058
0,1758147593.8607132,84.6,24,0.2247,0.1036,0.275,252.0,0.0,10.5,None,None,7.298,True,None,sfc_cache_p3_2,0,None,36.33,264.0,37,36,0,0,0,False,100.0,7.490833333333334,9.166666666666666
0,1758147593.8610404,84.6,24,0.2247,0.1036,0.275,252.0,0.0,18.66,None,None,8.347,True,None,sfc_unique_p3_2,0,None,36.33,264.0,37,36,0,0,0,False,100.0,7.490833333333334,9.166666666666666
0,1758147593.903576,84.7,24,0.2506,0.1115,0.3025,252.0,0.0,6.3,None,None,7.03,True,None,sfc_cache_p1_2,0,None,36.33,264.0,39,38,0,0,0,False,100.0,7.912368421052632,9.552631578947368
0,1758147593.9038918,84.7,24,0.2506,0.1115,0.3025,252.0,0.0,8.72,None,None,7.438,True,None,sfc_unique_p1_2,0,None,36.33,264.0,39,38,0,0,0,False,100.0,7.912368421052632,9.552631578947368
0,1758147594.0856087,84.8,24,0.2764,0.1144,0.33,252.0,0.0,7.43,None,None,6.687,True,None,sfc_cache_p2_1,0,None,36.33,264.0,41,40,0,0,0,False,100.0,8.29175,9.9
0,1758147594.086069,84.8,24,0.2764,0.1144,0.33,252.0,0.0,11.19,None,None,7.403,True,None,sfc_unique_p2_1,0,None,36.33,264.0,41,40,0,0,0,False,100.0,8.29175,9.9
0,1758147598.8269396,89.6,24,0.2878,0.1144,0.33,234.0,0.0,7.77,None,None,6.774,True,None,sfc_cache_p1_1,0,None,40.66,264.0,42,40,0,0,0,False,100.0,8.6335,9.9
0,1758147598.8272614,89.6,24,0.2878,0.1144,0.33,234.0,0.0,11.29,None,None,7.456,True,None,sfc_unique_p1_1,0,None,40.66,264.0,42,40,0,0,0,False,100.0,8.6335,9.9
0,1758147603.8293545,94.6,24,0.2769,0.1102,0.3025,216.0,0.0,10.4,None,None,7.603,True,None,sfc_cache_p3_2,0,None,40.66,264.0,40,38,0,0,0,False,100.0,8.74578947368421,9.552631578947368
0,1758147603.8296967,94.6,24,0.2769,0.1102,0.3025,216.0,0.0,17.91,None,None,8.393,True,None,sfc_unique_p3_2,0,None,40.66,264.0,40,38,0,0,0,False,100.0,8.74578947368421,9.552631578947368
0,1758147604.014182,94.8,24,0.2844,0.1165,0.3025,234.0,0.0,12.45,None,None,7.383,True,None,sfc_cache_p3_1,0,None,44.66,297.0,43,40,0,0,0,False,100.0,8.5335,9.075
0,1758147604.0145383,94.8,24,0.2844,0.1165,0.3025,234.0,0.0,21.94,None,None,8.208,True,None,sfc_unique_p3_1,0,None,44.66,297.0,43,40,0,0,0,False,100.0,8.5335,9.075
0,1758147606.378327,97.1,26,0.2953,0.1241,0.33,252.0,0.0,8.84,None,None,7.025,True,None,sfc_cache_p1_6,0,None,44.66,297.0,43,42,0,0,0,False,100.0,8.436666666666666,9.428571428571429
0,1758147606.3786712,97.1,26,0.2953,0.1241,0.33,252.0,0.0,14.66,None,None,7.997,True,None,sfc_unique_p1_6,0,None,44.66,297.0,43,42,0,0,0,False,100.0,8.436666666666666,9.428571428571429
0,1758147606.4448457,97.2,27,0.3028,0.1318,0.33,270.0,0.0,9.03,None,None,7.253,True,None,sfc_cache_p2_6,0,None,48.66,330.0,46,44,0,0,0,False,100.0,8.257727272727273,9.0
0,1758147606.445347,97.2,27,0.3028,0.1318,0.33,270.0,0.0,15.04,None,None,8.263,True,None,sfc_unique_p2_6,0,None,48.66,330.0,46,44,0,0,0,False,100.0,8.257727272727273,9.0
0,1758147606.6673958,97.4,28,0.3253,0.1385,0.33,270.0,0.0,5.42,None,None,6.649,True,None,sfc_cache_p3_6,0,None,52.66,363.0,49,46,0,0,0,False,100.0,8.485652173913042,8.608695652173912
0,1758147606.6677763,97.4,28,0.3253,0.1385,0.33,270.0,0.0,7.88,None,None,6.978,True,None,sfc_unique_p3_6,0,None,52.66,363.0,49,46,0,0,0,False,100.0,8.485652173913042,8.608695652173912
0,1758147606.7371407,97.5,29,0.3442,0.1452,0.33,270.0,0.0,5.56,None,None,6.423,True,None,sfc_cache_p4_6,0,None,60.99,396.0,53,48,0,0,0,False,100.0,8.604375,8.25
0,1758147606.7374907,97.5,29,0.3442,0.1452,0.33,270.0,0.0,8.14,None,None,6.96,True,None,sfc_unique_p4_6,0,None,60.99,396.0,53,48,0,0,0,False,100.0,8.604375,8.25
0,1758147608.8451595,99.6,29,0.3367,0.141,0.33,252.0,0.0,10.22,None,None,7.495,True,None,sfc_cache_p3_3,0,None,56.99,363.0,50,46,0,0,0,False,100.0,8.782826086956522,8.608695652173912
0,1758147608.8456914,99.6,29,0.3367,0.141,0.33,252.0,0.0,18.0,None,None,8.155,True,None,sfc_unique_p3_3,0,None,56.99,363.0,50,46,0,0,0,False,100.0,8.782826086956522,8.608695652173912
0,1758147609.064997,99.8,29,0.3475,0.1479,0.3575,270.0,0.0,10.35,None,None,7.041,True,None,sfc_cache_p4_2,0,None,56.99,363.0,52,48,0,0,0,False,100.0,8.687708333333333,8.9375
0,1758147609.0653594,99.8,29,0.3475,0.1479,0.3575,270.0,0.0,17.18,None,None,7.966,True,None,sfc_unique_p4_2,0,None,56.99,363.0,52,48,0,0,0,False,100.0,8.687708333333333,8.9375
0,1758147623.8486476,114.6,29,0.3658,0.1537,0.385,252.0,0.0,6.68,None,None,6.825,True,None,sfc_cache_p4_1,0,None,52.99,330.0,50,48,0,0,0,False,100.0,9.146041666666667,9.625
0,1758147623.8489995,114.6,29,0.3658,0.1537,0.385,252.0,0.0,10.2,None,None,7.29,True,None,sfc_unique_p4_1,0,None,52.99,330.0,50,48,0,0,0,False,100.0,9.146041666666667,9.625
0,1758147624.5708349,115.3,31,0.3917,0.1579,0.4125,252.0,0.0,5.59,None,None,6.307,True,None,sfc_cache_p1_7,0,None,52.99,330.0,51,50,0,0,0,False,100.0,9.4002,9.9
0,1758147624.571183,115.3,31,0.3917,0.1579,0.4125,252.0,0.0,8.45,None,None,6.511,True,None,sfc_unique_p1_7,0,None,52.99,330.0,51,50,0,0,0,False,100.0,9.4002,9.9
0,1758147624.6554356,115.4,32,0.4025,0.1669,0.44,270.0,0.0,10.85,None,None,6.775,True,None,sfc_cache_p2_7,0,None,52.99,330.0,52,52,0,0,0,False,100.0,9.288653846153846,10.153846153846153
0,1758147624.6557913,115.4,32,0.4025,0.1669,0.44,270.0,0.0,17.0,None,None,7.565,True,None,sfc_unique_p2_7,0,None,52.99,330.0,52,52,0,0,0,False,100.0,9.288653846153846,10.153846153846153
0,1758147624.905039,115.7,33,0.41,0.1785,0.44,288.0,0.0,10.84,None,None,6.715,True,None,sfc_cache_p3_7,0,None,56.99,363.0,55,54,0,0,0,False,100.0,9.111296296296295,9.777777777777779
0,1758147624.9053934,115.7,33,0.41,0.1785,0.44,288.0,0.0,17.9,None,None,7.35,True,None,sfc_unique_p3_7,0,None,56.99,363.0,55,54,0,0,0,False,100.0,9.111296296296295,9.777777777777779
0,1758147624.9943082,115.7,34,0.4175,0.19,0.44,306.0,0.0,10.5,None,None,6.677,True,None,sfc_cache_p4_7,0,None,60.99,396.0,58,56,0,0,0,False,100.0,8.946607142857143,9.428571428571429
0,1758147624.9946632,115.7,34,0.4175,0.19,0.44,306.0,0.0,17.22,None,None,7.437,True,None,sfc_unique_p4_7,0,None,60.99,396.0,58,56,0,0,0,False,100.0,8.946607142857143,9.428571428571429
0,1758147629.0316658,119.8,34,0.4208,0.192,0.4675,306.0,0.0,10.55,None,None,7.095,True,None,sfc_cache_p4_4,0,None,56.99,363.0,55,56,0,0,0,False,100.0,9.018035714285714,10.017857142857142
0,1758147629.0320263,119.8,34,0.4208,0.192,0.4675,306.0,0.0,17.59,None,None,7.555,True,None,sfc_unique_p4_4,0,None,56.99,363.0,55,56,0,0,0,False,100.0,9.018035714285714,10.017857142857142
0,1758147644.6452632,135.4,36,0.3503,0.1754,0.4125,306.0,0.0,10.81,None,None,6.91,True,None,sfc_cache_p1_8,0,None,48.66,330.0,48,50,0,0,0,False,100.0,8.406799999999999,9.9
0,1758147644.6457508,135.4,36,0.3503,0.1754,0.4125,306.0,0.0,17.83,None,None,7.921,True,None,sfc_unique_p1_8,0,None,48.66,330.0,48,50,0,0,0,False,100.0,8.406799999999999,9.9
0,1758147644.7512615,135.5,37,0.3611,0.1877,0.44,324.0,0.0,10.21,None,None,6.588,True,None,sfc_cache_p2_8,0,None,48.66,330.0,49,52,0,0,0,False,100.0,8.333461538461538,10.153846153846153
0,1758147644.751625,135.5,37,0.3611,0.1877,0.44,324.0,0.0,15.9,None,None,7.544,True,None,sfc_unique_p2_8,0,None,48.66,330.0,49,52,0,0,0,False,100.0,8.333461538461538,10.153846153846153
0,1758147645.0274262,135.8,38,0.3869,0.2004,0.4675,324.0,0.0,7.63,None,None,6.287,True,None,sfc_cache_p3_8,0,None,48.66,330.0,50,54,0,0,0,False,100.0,8.598888888888888,10.38888888888889
0,1758147645.02778,135.8,38,0.3869,0.2004,0.4675,324.0,0.0,10.72,None,None,7.035,True,None,sfc_unique_p3_8,0,None,48.66,330.0,50,54,0,0,0,False,100.0,8.598888888888888,10.38888888888889
0,1758147645.1321936,135.9,39,0.4092,0.2174,0.495,324.0,0.0,7.94,None,None,5.94,True,None,sfc_cache_p4_8,0,None,52.99,330.0,52,56,0,0,0,False,100.0,8.768035714285714,10.607142857142858
0,1758147645.132559,135.9,39,0.4092,0.2174,0.495,324.0,0.0,9.97,None,None,6.665,True,None,sfc_unique_p4_8,0,None,52.99,330.0,52,56,0,0,0,False,100.0,8.768035714285714,10.607142857142858
0,1758147659.054041,149.8,39,0.3278,0.1961,0.4125,306.0,0.0,10.15,None,None,6.518,True,None,sfc_cache_p1_4,0,None,44.66,297.0,44,48,0,0,0,False,100.0,8.194583333333332,10.3125
0,1758147659.05439,149.8,39,0.3278,0.1961,0.4125,306.0,0.0,17.56,None,None,7.699,True,None,sfc_unique_p1_4,0,None,44.66,297.0,44,48,0,0,0,False,100.0,8.194583333333332,10.3125
0,1758147665.6420257,156.4,41,0.2978,0.1894,0.4125,288.0,0.0,9.37,None,None,6.867,True,None,sfc_cache_p1_9,0,None,36.66,231.0,37,44,0,0,0,False,100.0,8.121363636363636,11.25
0,1758147665.642387,156.4,41,0.2978,0.1894,0.4125,288.0,0.0,15.89,None,None,7.753,True,None,sfc_unique_p1_9,0,None,36.66,231.0,37,44,0,0,0,False,100.0,8.121363636363636,11.25
0,1758147665.9206538,156.7,42,0.3086,0.2017,0.44,306.0,0.0,10.23,None,None,6.787,True,None,sfc_cache_p2_9,0,None,36.66,231.0,39,46,0,0,0,False,100.0,8.050869565217392,11.478260869565217
0,1758147665.9210005,156.7,42,0.3086,0.2017,0.44,306.0,0.0,15.87,None,None,7.806,True,None,sfc_unique_p2_9,0,None,36.66,231.0,39,46,0,0,0,False,100.0,8.050869565217392,11.478260869565217
0,1758147666.2094924,157.0,43,0.3344,0.2079,0.4675,306.0,0.0,7.15,None,None,6.196,True,None,sfc_cache_p3_9,0,None,36.66,231.0,41,48,0,0,0,False,100.0,8.36125,11.6875
0,1758147666.2098358,157.0,43,0.3344,0.2079,0.4675,306.0,0.0,7.9,None,None,7.052,True,None,sfc_unique_p3_9,0,None,36.66,231.0,41,48,0,0,0,False,100.0,8.36125,11.6875
0,1758147666.3462267,157.1,44,0.3419,0.2183,0.4675,324.0,0.0,10.03,None,None,6.757,True,None,sfc_cache_p4_9,0,None,40.66,264.0,44,50,0,0,0,False,100.0,8.2068,11.22
0,1758147666.346583,157.1,44,0.3419,0.2183,0.4675,324.0,0.0,15.37,None,None,7.748,True,None,sfc_unique_p4_9,0,None,40.66,264.0,44,50,0,0,0,False,100.0,8.2068,11.22
0,1758147669.1108024,159.9,44,0.3156,0.206,0.4675,306.0,0.0,12.79,None,None,7.404,True,None,sfc_cache_p3_6,0,None,28.33,198.0,37,46,0,0,0,False,100.0,8.23195652173913,12.195652173913043
0,1758147669.1111665,159.9,44,0.3156,0.206,0.4675,306.0,0.0,21.59,None,None,8.114,True,None,sfc_unique_p3_6,0,None,28.33,198.0,37,46,0,0,0,False,100.0,8.23195652173913,12.195652173913043
0,1758147669.3933861,160.1,44,0.3264,0.2122,0.495,324.0,0.0,13.33,None,None,7.035,True,None,sfc_cache_p1_6,0,None,28.33,198.0,39,48,0,0,0,False,100.0,8.159791666666667,12.375
0,1758147669.3937535,160.1,44,0.3264,0.2122,0.495,324.0,0.0,21.29,None,None,8.158,True,None,sfc_unique_p1_6,0,None,28.33,198.0,39,48,0,0,0,False,100.0,8.159791666666667,12.375
0,1758147679.1031032,169.9,44,0.3264,0.193,0.495,270.0,0.0,5.45,None,None,6.704,True,None,sfc_cache_p4_5,0,None,20.33,132.0,33,44,0,0,0,False,100.0,8.90159090909091,13.5
0,1758147679.1034703,169.9,44,0.3264,0.193,0.495,270.0,0.0,8.32,None,None,7.661,True,None,sfc_unique_p4_5,0,None,20.33,132.0,33,44,0,0,0,False,100.0,8.90159090909091,13.5
0,1758147679.4178522,170.2,44,0.3372,0.2034,0.5225,288.0,0.0,9.25,None,None,6.865,True,None,sfc_cache_p3_5,0,None,20.33,132.0,34,46,0,0,0,False,100.0,8.797173913043478,13.630434782608695
0,1758147679.4182122,170.2,44,0.3372,0.2034,0.5225,288.0,0.0,14.78,None,None,7.889,True,None,sfc_unique_p3_5,0,None,20.33,132.0,34,46,0,0,0,False,100.0,8.797173913043478,13.630434782608695
0,1758147679.746335,170.5,44,0.3631,0.2106,0.55,288.0,0.0,6.29,None,None,6.557,True,None,sfc_cache_p1_5,0,None,20.33,132.0,35,48,0,0,0,False,100.0,9.076458333333333,13.75
0,1758147679.7466905,170.5,44,0.3631,0.2106,0.55,288.0,0.0,8.55,None,None,7.111,True,None,sfc_unique_p1_5,0,None,20.33,132.0,35,48,0,0,0,False,100.0,9.076458333333333,13.75
0,1758147682.7276423,173.5,46,0.3739,0.2195,0.5775,306.0,0.0,11.73,None,None,6.845,True,None,sfc_cache_p1_10,0,None,20.33,132.0,35,50,0,0,0,False,100.0,8.9734,13.86
0,1758147682.7279963,173.5,46,0.3739,0.2195,0.5775,306.0,0.0,17.84,None,None,7.762,True,None,sfc_unique_p1_10,0,None,20.33,132.0,35,50,0,0,0,False,100.0,8.9734,13.86
0,1758147683.0762856,173.8,47,0.3997,0.2353,0.605,306.0,0.0,8.09,None,None,6.025,True,None,sfc_cache_p2_10,0,None,20.33,132.0,36,52,0,0,0,False,100.0,9.224423076923078,13.961538461538462
0,1758147683.0766423,173.8,47,0.3997,0.2353,0.605,306.0,0.0,8.89,None,None,6.92,True,None,sfc_unique_p2_10,0,None,20.33,132.0,36,52,0,0,0,False,100.0,9.224423076923078,13.961538461538462
0,1758147683.4289193,174.2,48,0.4186,0.2456,0.605,306.0,0.0,7.99,None,None,5.806,True,None,sfc_cache_p3_10,0,None,28.66,165.0,40,54,0,0,0,False,100.0,9.302592592592593,13.444444444444445
0,1758147683.429359,174.2,48,0.4186,0.2456,0.605,306.0,0.0,9.07,None,None,6.561,True,None,sfc_unique_p3_10,0,None,28.66,165.0,40,54,0,0,0,False,100.0,9.302592592592593,13.444444444444445
0,1758147683.7859137,174.5,49,0.4261,0.2601,0.605,324.0,0.0,12.22,None,None,6.427,True,None,sfc_cache_p4_10,0,None,32.66,198.0,42,56,0,0,0,False,100.0,9.131071428571428,12.964285714285714
0,1758147683.7862644,174.5,49,0.4261,0.2601,0.605,324.0,0.0,18.07,None,None,6.938,True,None,sfc_unique_p4_10,0,None,32.66,198.0,42,56,0,0,0,False,100.0,9.131071428571428,12.964285714285714
0,1758147684.3219194,175.1,49,0.3561,0.2358,0.5225,288.0,0.0,None,None,None,6.11,False,None,sfc_cache_p4_6,0,None,28.66,165.0,33,48,0,0,0,False,99.15966386554622,8.902916666666666,13.0625
0,1758147684.3222783,175.1,49,0.3561,0.2358,0.5225,288.0,0.0,10.33,None,None,10.129,False,None,sfc_unique_p4_6,0,None,28.66,165.0,33,48,0,0,0,False,98.33333333333333,8.902916666666666,13.0625
0,1758147684.714538,175.5,49,0.3561,0.2358,0.5225,288.0,0.0,None,None,None,5.998,False,None,sfc_cache_p2_6,0,None,28.66,165.0,33,48,0,0,0,False,97.52066115702479,8.902916666666666,13.0625
0,1758147684.7148993,175.5,49,0.3561,0.2358,0.5225,288.0,0.0,10.33,None,None,10.297,False,None,sfc_unique_p2_6,0,None,28.66,165.0,33,48,0,0,0,False,96.72131147540983,8.902916666666666,13.0625
0,1758147685.0956593,175.8,49,0.3669,0.2448,0.55,306.0,0.0,10.43,None,None,6.378,True,None,sfc_cache_p2_5,0,None,28.66,165.0,34,50,0,0,0,False,96.7479674796748,8.806799999999999,13.2
0,1758147685.0960066,175.8,49,0.3669,0.2448,0.55,306.0,0.0,16.97,None,None,7.76,True,None,sfc_unique_p2_5,0,None,28.66,165.0,34,50,0,0,0,False,96.7741935483871,8.806799999999999,13.2
0,1758147685.474366,176.2,49,0.3778,0.2529,0.5775,324.0,0.0,9.86,None,None,6.472,True,None,sfc_cache_p3_4,0,None,28.66,165.0,36,52,0,0,0,False,96.8,8.718076923076923,13.326923076923077
0,1758147685.4747264,176.2,49,0.3778,0.2529,0.5775,324.0,0.0,14.86,None,None,7.638,True,None,sfc_unique_p3_4,0,None,28.66,165.0,36,52,0,0,0,False,96.82539682539682,8.718076923076923,13.326923076923077
