No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759430127.3737469,0,1,0.0234,0.0042,0.0249,0.0,0.0,5.34,None,None,14.783,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759430127.374701,0.0,1,0.0234,0.0042,0.0249,0.0,0.0,7.68,None,None,13.611,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759430127.406178,0.0,2,0.0406,0.0084,0.0249,0.0,0.0,5.5,None,None,12.932,True,None,sfc_cache_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759430127.4064474,0.0,2,0.0406,0.0084,0.0249,0.0,0.0,7.99,None,None,13.87,True,None,sfc_unique_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759430127.436867,0.1,3,0.0607,0.0231,0.0499,0.0,0.0,5.54,None,None,12.311,True,None,sfc_cache_p3_1,0,None,12.66,33.0,8,6,0,0,0,False,100.0,13.39,11.0,2150.9425785482126
0,1759430127.4372373,0.1,3,0.0607,0.0231,0.0499,0.0,0.0,7.15,None,None,14.208,True,None,sfc_unique_p3_1,0,None,12.66,33.0,8,6,0,0,0,False,100.0,13.39,11.0,2150.9425785482126
0,1759430127.469352,0.1,4,0.0779,0.0402,0.0499,0.0,0.0,5.19,None,None,12.076,True,None,sfc_cache_p4_1,0,None,20.99,66.0,12,8,0,0,0,False,100.0,12.87625,8.25,2180.0
0,1759430127.4696271,0.1,4,0.0779,0.0402,0.0499,0.0,0.0,6.16,None,None,13.952,True,None,sfc_unique_p4_1,0,None,20.99,66.0,12,8,0,0,0,False,100.0,12.87625,8.25,2180.0
0,1759430140.3782346,13.0,6,0.1013,0.0568,0.0748,0.0,0.0,4.89,None,None,11.849,True,None,sfc_cache_p1_2,0,None,20.99,66.0,13,10,0,0,0,False,100.0,13.401,9.9,2220.9425785482126
0,1759430140.3786676,13.0,6,0.1013,0.0568,0.0748,0.0,0.0,7.0,None,None,12.762,True,None,sfc_unique_p1_2,0,None,20.99,66.0,13,10,0,0,0,False,100.0,13.401,9.9,2220.9425785482126
0,1759430140.4118958,13.0,7,0.1184,0.0734,0.0748,0.0,0.0,4.89,None,None,12.825,True,None,sfc_cache_p2_2,0,None,29.32,99.0,17,12,0,0,0,False,100.0,13.056666666666667,8.25,2250.0
0,1759430140.4121842,13.0,7,0.1184,0.0734,0.0748,0.0,0.0,7.01,None,None,13.01,True,None,sfc_unique_p2_2,0,None,29.32,99.0,17,12,0,0,0,False,100.0,13.056666666666667,8.25,2250.0
0,1759430140.447795,13.1,8,0.1356,0.093,0.0748,0.0,0.0,6.48,None,None,12.153,True,None,sfc_cache_p3_2,0,None,37.65,132.0,20,14,0,0,0,False,100.0,12.810714285714285,7.071428571428571,2260.2557653613994
0,1759430140.4481285,13.1,8,0.1356,0.093,0.0748,0.0,0.0,8.53,None,None,14.118,True,None,sfc_unique_p3_2,0,None,37.65,132.0,20,14,0,0,0,False,100.0,12.810714285714285,7.071428571428571,2260.2557653613994
0,1759430140.4811757,13.1,9,0.1557,0.1019,0.0998,0.0,0.0,4.84,None,None,13.747,True,None,sfc_cache_p4_2,0,None,41.98,132.0,23,16,0,0,0,False,100.0,12.87625,8.25,2274.7659031109733
0,1759430140.4814632,13.1,9,0.1557,0.1019,0.0998,0.0,0.0,6.72,None,None,13.429,True,None,sfc_unique_p4_2,0,None,41.98,132.0,23,16,0,0,0,False,100.0,12.87625,8.25,2274.7659031109733
0,1759430157.4066381,30.0,11,0.1792,0.111,0.1247,0.0,0.0,5.58,None,None,11.606,True,None,sfc_cache_p1_3,0,None,41.98,132.0,24,18,0,0,0,False,100.0,13.16777777777778,9.166666666666666,2300.9290357529794
0,1759430157.4070864,30.0,11,0.1792,0.111,0.1247,0.0,0.0,7.47,None,None,13.533,True,None,sfc_unique_p1_3,0,None,41.98,132.0,24,18,0,0,0,False,100.0,13.16777777777778,9.166666666666666,2300.9290357529794
0,1759430157.437957,30.1,12,0.2026,0.1375,0.1497,0.0,0.0,5.07,None,None,11.488,True,None,sfc_cache_p2_3,0,None,41.98,132.0,25,20,0,0,0,False,100.0,13.401,9.9,2334.7069569091504
0,1759430157.438415,30.1,12,0.2026,0.1375,0.1497,0.0,0.0,10.8,None,None,13.244,True,None,sfc_unique_p2_3,0,None,41.98,132.0,25,20,0,0,0,False,100.0,13.401,9.9,2334.7069569091504
0,1759430157.4728265,30.1,13,0.223,0.1629,0.1497,0.0,0.0,6.11,None,None,11.481,True,None,sfc_cache_p3_3,0,None,45.98,165.0,28,22,0,0,0,False,100.0,13.409999999999998,9.0,2370.9485874616967
0,1759430157.473129,30.1,13,0.223,0.1629,0.1497,0.0,0.0,8.36,None,None,13.023,True,None,sfc_unique_p3_3,0,None,45.98,165.0,28,22,0,0,0,False,100.0,13.409999999999998,9.0,2370.9485874616967
0,1759430157.5033405,30.1,14,0.2402,0.1736,0.1497,0.0,0.0,4.85,None,None,11.453,True,None,sfc_cache_p4_3,0,None,54.31,198.0,32,24,0,0,0,False,100.0,13.237083333333333,8.25,2393.2055910215167
