No.,timestamp,time_seconds,users,cpu_utilization,bandwidth_utilization,cache_utilization,mobile_cpu_utilization,mobile_cache_utilization,latency,latency_diff,wait_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,cache_per_flow,energy_consumption
0,1759853824.8890848,0,1,0.0234,0.0034,0.0249,0.0,0.0,5.28,None,None,22.843,True,None,sfc_cache_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759853824.8896832,0.0,1,0.0234,0.0034,0.0249,0.0,0.0,7.55,None,None,24.891,True,None,sfc_unique_p1_1,0,None,0,0,1,2,0,0,0,False,100.0,15.5,16.5,2095.5687973997833
0,1759853824.9420366,0.1,2,0.0406,0.0067,0.0249,0.0,0.0,5.12,None,None,21.663,True,None,sfc_cache_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759853824.9424887,0.1,2,0.0406,0.0067,0.0249,0.0,0.0,7.23,None,None,24.765,True,None,sfc_unique_p2_1,0,None,8.33,33.0,5,4,0,0,0,False,100.0,13.4175,8.25,2110.0
0,1759853824.9935575,0.1,3,0.0607,0.0265,0.0499,0.0,0.0,6.59,None,None,21.343,True,None,sfc_cache_p3_1,0,None,12.66,33.0,7,6,0,0,0,False,100.0,13.39,11.0,2143.85698808234
0,1759853824.9940145,0.1,3,0.0607,0.0265,0.0499,0.0,0.0,7.2,None,None,24.382,True,None,sfc_unique_p3_1,0,None,12.66,33.0,7,6,0,0,0,False,100.0,13.39,11.0,2143.85698808234
0,1759853825.0362778,0.1,4,0.0779,0.0396,0.0499,0.0,0.0,5.75,None,None,20.819,True,None,sfc_cache_p4_1,0,None,20.99,66.0,10,8,0,0,0,False,100.0,12.87625,8.25,2192.7108806686274
0,1759853825.0365489,0.1,4,0.0779,0.0396,0.0499,0.0,0.0,5.82,None,None,15.229,True,None,sfc_unique_p4_1,0,None,20.99,66.0,10,8,0,0,0,False,100.0,12.87625,8.25,2192.7108806686274
0,1759853852.8487546,28.0,6,0.1013,0.0463,0.0748,0.0,0.0,4.46,None,None,13.27,True,None,sfc_cache_p1_2,0,None,20.99,66.0,10,10,0,0,0,False,100.0,13.401,9.9,2200.256152298406
0,1759853852.8490403,28.0,6,0.1013,0.0463,0.0748,0.0,0.0,6.63,None,None,15.081,True,None,sfc_unique_p1_2,0,None,20.99,66.0,10,10,0,0,0,False,100.0,13.401,9.9,2200.256152298406
0,1759853852.8809159,28.0,7,0.1184,0.0556,0.0748,0.0,0.0,5.71,None,None,12.752,True,None,sfc_cache_p2_2,0,None,29.32,99.0,13,12,0,0,0,False,100.0,13.056666666666667,8.25,2241.81047825414
0,1759853852.8811784,28.0,7,0.1184,0.0556,0.0748,0.0,0.0,6.63,None,None,14.99,True,None,sfc_unique_p2_2,0,None,29.32,99.0,13,12,0,0,0,False,100.0,13.056666666666667,8.25,2241.81047825414
0,1759853852.9163954,28.0,8,0.1389,0.0649,0.0748,0.0,0.0,5.77,None,None,12.903,True,None,sfc_cache_p3_2,0,None,33.32,132.0,16,14,0,0,0,False,100.0,13.120000000000001,7.071428571428571,2258.773796625909
